 ,Time Point,Measurement#,Plane#,Equivalent Diameter,Spot Count,SpotIn Coords,SpotIn Dists,SpotOut Coords,SpotOut Dists
51,CT16,15,0014,5.5882125673,4,"[(399.714033212456, 430.532602163534, 16.7497502172095), (401.249515678182, 442.438966417461, 12.2153601560388), (396.455529032207, 470.264107680997, 14.3330616645306), (413.334994821806, 451.190444394142, 11.7647874905674)]","[22.035607376919298, 24.296237278724018, 8.600825557496526, 14.284257453137348]","[(137.799961832416, 121.094005474201, 13.1840138604311), (256.974478592972, 259.207173604874, 14.0476851792858), (279.833584712989, 266.043419988177, 11.7254463435725), (106.499857314216, 127.000481045759, 15.2063137181044), (160.335569390743, 171.416085472085, 12.5710659028887), (123.909009306741, 95.8060857959454, 11.9485563172491)]","[346.404721935025, 164.4770834425854, 146.61360180237105, 362.0739459107851, 293.1432485045569, 374.92100257659365]"
52,CT16,15,0014,10.03817428,4,"[(399.714033212456, 430.532602163534, 16.7497502172095), (401.249515678182, 442.438966417461, 12.2153601560388), (396.455529032207, 470.264107680997, 14.3330616645306), (413.334994821806, 451.190444394142, 11.7647874905674)]","[60.520315310025346, 49.07904018079303, 20.962676671460788, 40.811530240496296]","[(137.799961832416, 121.094005474201, 13.1840138604311), (256.974478592972, 259.207173604874, 14.0476851792858), (279.833584712989, 266.043419988177, 11.7254463435725), (106.499857314216, 127.000481045759, 15.2063137181044), (160.335569390743, 171.416085472085, 12.5710659028887), (123.909009306741, 95.8060857959454, 11.9485563172491)]","[309.17090833245993, 127.43039628118021, 110.31351777275415, 324.8397033032199, 255.8779353377417, 337.70972858800525]"
53,CT16,15,0013,6.05744601053,3,"[(137.799961832416, 121.094005474201, 13.1840138604311), (106.499857314216, 127.000481045759, 15.2063137181044), (123.909009306741, 95.8060857959454, 11.9485563172491)]","[20.8151397011174, 28.609646525574302, 20.257330552555846]","[(256.974478592972, 259.207173604874, 14.0476851792858), (401.249515678182, 442.438966417461, 12.2153601560388), (396.455529032207, 470.264107680997, 14.3330616645306), (413.334994821806, 451.190444394142, 11.7647874905674), (279.833584712989, 266.043419988177, 11.7254463435725), (160.335569390743, 171.416085472085, 12.5710659028887)]","[154.31621319325575, 387.07884095645187, 405.71698922227654, 401.59582550724156, 175.4800614342386, 25.244334397687894]"
54,CT16,15,0013,11.4014787217,4,"[(137.799961832416, 121.094005474201, 13.1840138604311), (106.499857314216, 127.000481045759, 15.2063137181044), (160.335569390743, 171.416085472085, 12.5710659028887), (123.909009306741, 95.8060857959454, 11.9485563172491)]","[55.4831596064438, 56.47190890777884, 21.770163328775457, 55.847261140280146]","[(256.974478592972, 259.207173604874, 14.0476851792858), (401.249515678182, 442.438966417461, 12.2153601560388), (396.455529032207, 470.264107680997, 14.3330616645306), (413.334994821806, 451.190444394142, 11.7647874905674), (279.833584712989, 266.043419988177, 11.7254463435725)]","[105.92480374303888, 334.9758385414193, 351.99562304951365, 349.72001049103636, 128.4460867149687]"
55,CT16,2,0013,5.30627800617,2,"[(376.187199435356, 408.830034775172, 11.4536062499452), (358.957069876965, 381.585228520446, 10.8906532338261)]","[10.14655920966282, 7.557119310949433]","[(206.129570526897, 122.094710671029, 11.6475074580049), (343.101548659711, 370.520059192453, 13.4998940103748), (227.989325070071, 124.804786945814, 15.37687347423), (303.327599086345, 281.172968609383, 15.0656920703373), (331.108986058462, 275.632807547385, 13.2778692911327), (203.472705436054, 119.975414426313, 11.7049328239417)]","[285.81094761411384, 5.943250592723743, 272.71376892693775, 99.39262518155371, 91.72167069922524, 289.00241350394293]"
56,CT16,2,0013,9.56548723812,3,"[(343.101548659711, 370.520059192453, 13.4998940103748), (376.187199435356, 408.830034775172, 11.4536062499452), (358.957069876965, 381.585228520446, 10.8906532338261)]","[24.552002650670076, 29.985710603092418, 28.809315452825253]","[(206.129570526897, 122.094710671029, 11.6475074580049), (227.989325070071, 124.804786945814, 15.37687347423), (303.327599086345, 281.172968609383, 15.0656920703373), (331.108986058462, 275.632807547385, 13.2778692911327), (203.472705436054, 119.975414426313, 11.7049328239417)]","[233.82359168394746, 221.1508199366006, 47.70435939457493, 41.27765044205502, 236.94937442757544]"
57,CT16,2,0009,5.64492841834,4,"[(318.763292287738, 257.91186831329, 9.09324445649338), (313.302607611405, 299.177759773761, 7.5681050447142), (302.148604084822, 230.574812427952, 7.75711087260981), (320.23201822125, 229.776941710427, 7.90525588244464)]","[26.954984791604964, 14.663470677567505, 4.917716014817629, 4.477134117291415]","[(206.129570526897, 122.094710671029, 11.6475074580049), (238.156015835384, 259.713673906337, 8.91882695547607), (376.187199435356, 408.830034775172, 11.4536062499452), (203.472705436054, 119.975414426313, 11.7049328239417), (358.957069876965, 381.585228520446, 10.8906532338261)]","[132.1005922825412, 27.795112855972626, 102.9787031082605, 135.36768324618106, 71.1080503655519]"
58,CT16,2,0009,9.05247305938,5,"[(318.763292287738, 257.91186831329, 9.09324445649338), (238.156015835384, 259.713673906337, 8.91882695547607), (313.302607611405, 299.177759773761, 7.5681050447142), (302.148604084822, 230.574812427952, 7.75711087260981), (320.23201822125, 229.776941710427, 7.90525588244464)]","[39.34814290911434, 7.918744592310731, 41.72208149755247, 37.34612566927073, 22.424135108485427]","[(206.129570526897, 122.094710671029, 11.6475074580049), (376.187199435356, 408.830034775172, 11.4536062499452), (203.472705436054, 119.975414426313, 11.7049328239417), (358.957069876965, 381.585228520446, 10.8906532338261)]","[77.73477347712169, 80.03967405985148, 80.98503910197333, 47.85140254667568]"
59,CT16,16,0008,4.61112458678,5,"[(102.7474903026, 50.4094207648238, 6.63382340298001), (96.7763936519031, 88.1276625151511, 5.25886548481367), (64.4942803079958, 61.4800073684817, 6.38713369037727), (89.0340294564195, 105.798360685576, 7.9124733592498), (77.9389355678813, 96.0180202630629, 7.5861785886727)]","[3.320514066529973, 22.26896557481279, 8.743144941222303, 3.7525416796903333, 8.301393049353733]","[(205.871504109633, 165.482468821797, 6.17425112814383), (208.785325064129, 188.230107660557, 5.04045606986969)]","[102.87974812068417, 119.02900436368184]"
60,CT16,16,0008,7.00292379398,5,"[(102.7474903026, 50.4094207648238, 6.63382340298001), (96.7763936519031, 88.1276625151511, 5.25886548481367), (64.4942803079958, 61.4800073684817, 6.38713369037727), (89.0340294564195, 105.798360685576, 7.9124733592498), (77.9389355678813, 96.0180202630629, 7.5861785886727)]","[17.019796902383444, 33.17071917366005, 29.150255773313788, 14.349728823769464, 21.630470964645525]","[(205.871504109633, 165.482468821797, 6.17425112814383), (208.785325064129, 188.230107660557, 5.04045606986969)]","[87.72382785603912, 104.93582711639202]"
61,CT16,16,0019,4.64525873385,3,"[(346.252483533202, 385.767774991713, 16.9473048643406), (355.970625473644, 410.995484912333, 21.0271639621235), (358.207849681932, 445.614402862147, 19.549612804799)]","[0.5586522050596937, 25.37641289818123, 5.68167007062087]",[],[]
62,CT16,16,0019,7.86514967797,3,"[(346.252483533202, 385.767774991713, 16.9473048643406), (355.970625473644, 410.995484912333, 21.0271639621235), (358.207849681932, 445.614402862147, 19.549612804799)]","[33.951520017605354, 47.100751097764544, 14.399879590443657]",[],[]
63,CT16,5,0029,6.09322849286,3,"[(394.770719848726, 308.476174754241, 27.2671402039608), (323.610106139388, 277.250570274983, 27.2621987117209), (357.605773806929, 301.081504446567, 26.7819752916954)]","[9.525791653072158, 5.1910233538312625, 4.707579894775078]",[],[]
64,CT16,5,0029,9.1634432042,3,"[(394.770719848726, 308.476174754241, 27.2671402039608), (323.610106139388, 277.250570274983, 27.2621987117209), (357.605773806929, 301.081504446567, 26.7819752916954)]","[29.573908711859932, 24.103141417409805, 18.316672649308252]",[],[]
65,CT16,5,0021,5.08168295352,3,"[(146.872854325409, 131.592240675105, 20.1475363538904), (222.330665088835, 160.398340002123, 19.8391377254952), (175.013087285057, 148.122729414071, 19.8423972404864)]","[6.261509335457257, 4.628169899110405, 25.72534963410086]","[(364.493987095113, 271.744112628926, 23.880403302627), (385.013361560929, 325.503462288969, 23.0910456219014)]","[143.119072306233, 191.72541127485894]"
66,CT16,5,0021,7.58155795507,3,"[(146.872854325409, 131.592240675105, 20.1475363538904), (222.330665088835, 160.398340002123, 19.8391377254952), (175.013087285057, 148.122729414071, 19.8423972404864)]","[36.91535532667152, 13.943474682193608, 38.13195420434164]","[(364.493987095113, 271.744112628926, 23.880403302627), (385.013361560929, 325.503462288969, 23.0910456219014)]","[129.02335167623428, 180.34197046602495]"
67,CT4,11,0012,5.65770782218,3,"[(263.645270499242, 188.861862562941, 14.8115570965525), (279.186972733952, 140.870185933221, 11.3972266221563), (301.080976398383, 172.725581582246, 14.1499347031485)]","[28.317242024344836, 7.6643942778477845, 14.361580709216833]",[],[]
68,CT4,11,0012,10.3608035183,3,"[(263.645270499242, 188.861862562941, 14.8115570965525), (279.186972733952, 140.870185933221, 11.3972266221563), (301.080976398383, 172.725581582246, 14.1499347031485)]","[66.54413321059275, 33.76424798254113, 44.933131874218645]",[],[]
69,CT4,19,0010,5.67411757962,2,"[(259.054911110134, 140.51923128427, 7.41605137442604), (231.448121634525, 171.170461052574, 8.74784043739477)]","[30.11287288719563, 8.979488379352677]","[(299.064139864873, 69.8920471987548, 12.9415144928097), (342.010891857257, 91.9203102324418, 11.3221424530822), (311.165314613587, 43.7505209804568, 12.0326488282941)]","[44.585288181948066, 53.50051318399042, 73.32095597546068]"
70,CT4,19,0010,9.89386165587,2,"[(259.054911110134, 140.51923128427, 7.41605137442604), (231.448121634525, 171.170461052574, 8.74784043739477)]","[61.951759236632384, 27.379134696062867]","[(299.064139864873, 69.8920471987548, 12.9415144928097), (342.010891857257, 91.9203102324418, 11.3221424530822), (311.165314613587, 43.7505209804568, 12.0326488282941)]","[15.12081315676281, 17.27270469133238, 43.92122616367624]"
71,CT4,19,0016,5.83390726526,5,"[(260.31233341447, 74.8136904851744, 14.0561577975861), (250.729185743552, 83.6953187972693, 15.3867231847059), (308.962364604042, 108.957168991783, 13.9771599254849), (274.228408122158, 96.9048678248977, 13.3903844815233), (340.708298865264, 79.4988202107104, 13.2676789527871)]","[14.615713013189215, 1.6973211533313939, 0.45067783094612834, 4.943262658180999, 6.005721354977378]",[],[]
72,CT4,19,0016,8.95009538427,5,"[(260.31233341447, 74.8136904851744, 14.0561577975861), (250.729185743552, 83.6953187972693, 15.3867231847059), (308.962364604042, 108.957168991783, 13.9771599254849), (274.228408122158, 96.9048678248977, 13.3903844815233), (340.708298865264, 79.4988202107104, 13.2676789527871)]","[27.86765453483273, 15.58446440230939, 31.94080535822536, 26.515700551204173, 31.257865585123206]",[],[]
73,CT4,24,0010,5.56937259496,2,"[(246.337984857038, 270.311961623977, 8.5763983759134), (179.359805415066, 265.123204374116, 10.4612315581488)]","[5.798872373330457, 8.068858219544898]","[(283.553180793437, 258.397034724027, 8.0629157325299)]",[28.554201162143258]
74,CT4,24,0010,10.5539353421,3,"[(246.337984857038, 270.311961623977, 8.5763983759134), (283.553180793437, 258.397034724027, 8.0629157325299), (179.359805415066, 265.123204374116, 10.4612315581488)]","[23.886155973369117, 16.584763763192907, 27.244427116248268]",[],[]
75,CT4,24,0019,5.61417400859,8,"[(90.280206649513, 313.302985008436, 17.8494329743054), (135.924539807385, 318.402376960804, 19.1321992163269), (90.2156101464725, 340.199548895338, 18.0885634436641), (131.413881368994, 298.229224201687, 19.5136080840142), (63.1963564957299, 325.844408155148, 16.2514634673354), (62.8061701120285, 328.850069838807, 17.0227194515834), (91.8586747367276, 287.451075916707, 16.2539995148133), (92.3474770332592, 351.709377883992, 20.4382999254199)]","[31.926972105533306, 5.73830014050567, 21.22668617340991, 3.1317511091031136, 10.045475389223842, 9.552951811097357, 6.944317257455804, 9.658999695295897]","[(243.421570626881, 154.65099604824, 16.392409997387), (312.5463546996, 150.698503486717, 19.2209003791841), (278.006084401674, 150.7114706406, 16.7069041760598), (52.5717388357256, 360.157039565499, 20.4515770956603)]","[177.81144523994624, 229.78008219480787, 203.93886547893771, 10.536202174004508]"
76,CT4,24,0019,9.11790909737,9,"[(90.280206649513, 313.302985008436, 17.8494329743054), (135.924539807385, 318.402376960804, 19.1321992163269), (90.2156101464725, 340.199548895338, 18.0885634436641), (131.413881368994, 298.229224201687, 19.5136080840142), (63.1963564957299, 325.844408155148, 16.2514634673354), (62.8061701120285, 328.850069838807, 17.0227194515834), (91.8586747367276, 287.451075916707, 16.2539995148133), (92.3474770332592, 351.709377883992, 20.4382999254199), (52.5717388357256, 360.157039565499, 20.4515770956603)]","[51.97688459931416, 41.640086596305764, 25.430679717308582, 36.122240609979194, 37.215853269137604, 36.08761468110983, 26.18238079283553, 13.748143421364922, 12.161068514194094]","[(243.421570626881, 154.65099604824, 16.392409997387), (312.5463546996, 150.698503486717, 19.2209003791841), (278.006084401674, 150.7114706406, 16.7069041760598)]","[129.00869101468575, 178.5140440198134, 153.29861504628812]"
77,CT4,15,0009,5.21543089086,2,"[(141.382667141726, 167.367872532715, 7.85684975970618), (191.213996564011, 205.42674283182, 7.18345151182687)]","[6.634527665129947, 7.2868716120311685]",[],[]
78,CT4,15,0009,8.13755206388,2,"[(141.382667141726, 167.367872532715, 7.85684975970618), (191.213996564011, 205.42674283182, 7.18345151182687)]","[31.28606625978028, 19.26603510197785]",[],[]
79,CT4,15,0017,4.90248522942,3,"[(254.858065849782, 197.048052906391, 16.478679710145), (284.831862428399, 165.812826166173, 19.8121782884915), (253.739125058378, 210.176174130139, 17.1399745423593)]","[20.845781942298263, 4.135067459875638, 8.650281469610485]",[],[]
80,CT4,15,0017,7.59040742212,3,"[(254.858065849782, 197.048052906391, 16.478679710145), (284.831862428399, 165.812826166173, 19.8121782884915), (253.739125058378, 210.176174130139, 17.1399745423593)]","[40.19600408511739, 33.54018321442221, 33.003900242661445]",[],[]
81,CT4,3,0008,5.8383325919,5,"[(196.760642139364, 161.883839618726, 5.49571043646173), (191.558038499492, 252.180264747071, 8.05986029271753), (220.280253237737, 188.38372405651, 9.50374915124036), (205.606381489293, 198.195009997392, 6.9911873418153), (174.679620060773, 210.007573729849, 6.492726007577)]","[5.435966538223762, 3.82773856478255, 3.5518244353290234, 18.689326076063736, 26.14776817028916]",[],[]
82,CT4,3,0008,12.0403754079,5,"[(196.760642139364, 161.883839618726, 5.49571043646173), (191.558038499492, 252.180264747071, 8.05986029271753), (220.280253237737, 188.38372405651, 9.50374915124036), (205.606381489293, 198.195009997392, 6.9911873418153), (174.679620060773, 210.007573729849, 6.492726007577)]","[55.86389431811375, 24.441540307420194, 24.94922326712912, 35.49819648349933, 60.69078129724334]",[],[]
83,CT4,25,0014,5.99029785126,5,"[(89.4193623397852, 250.308770367139, 13.4544626900453), (134.11060383464, 261.211799282897, 14.3661095230307), (123.486784331747, 252.76202251954, 14.5424069241287), (84.6805476707462, 296.820497969832, 13.5565219639175), (94.8368212376255, 283.609667527827, 12.361557461257)]","[26.94511916848374, 5.233447729550482, 13.019710784251277, 19.410772310105834, 34.457190555448946]","[(225.309419055888, 172.985002686358, 13.5562864662656), (189.758624046998, 176.176264118789, 12.96482134797), (345.19585043573, 99.873788451104, 11.5567703855333), (198.394454665581, 162.728267034957, 12.0290311825623), (215.353125747727, 153.317292635303, 11.4912849808116)]","[115.59742999594425, 87.38607975477606, 255.5707096661865, 103.00245789073125, 121.64792217528924]"
84,CT4,25,0014,11.018219448,5,"[(89.4193623397852, 250.308770367139, 13.4544626900453), (134.11060383464, 261.211799282897, 14.3661095230307), (123.486784331747, 252.76202251954, 14.5424069241287), (84.6805476707462, 296.820497969832, 13.5565219639175), (94.8368212376255, 283.609667527827, 12.361557461257)]","[57.231744890190726, 41.596525330420214, 53.339804175544444, 45.5757187541615, 58.34629573300101]","[(225.309419055888, 172.985002686358, 13.5562864662656), (189.758624046998, 176.176264118789, 12.96482134797), (345.19585043573, 99.873788451104, 11.5567703855333), (198.394454665581, 162.728267034957, 12.0290311825623), (215.353125747727, 153.317292635303, 11.4912849808116)]","[58.45405151359067, 27.923377272017017, 198.67060441398954, 43.827940199422684, 62.04833976027006]"
85,CT4,25,0011,4.72708079335,5,"[(225.309419055888, 172.985002686358, 13.5562864662656), (216.666772849024, 194.589579304358, 8.55379891193627), (189.758624046998, 176.176264118789, 12.96482134797), (198.394454665581, 162.728267034957, 12.0290311825623), (215.353125747727, 153.317292635303, 11.4912849808116)]","[29.19527253576507, 19.24029812500804, 1.2358466152587415, 2.843746439961954, 7.868215991352893]","[(89.4193623397852, 250.308770367139, 13.4544626900453), (346.131551377518, 52.3128934331387, 8.23289025794932), (87.3003042935404, 321.045282096504, 10.8793634614774), (345.19585043573, 99.873788451104, 11.5567703855333), (84.6805476707462, 296.820497969832, 13.5565219639175), (94.8368212376255, 283.609667527827, 12.361557461257), (351.725200216512, 101.303243692161, 8.2049131015433)]","[117.71108215890874, 131.05923653039613, 160.86243965212918, 102.54889600811983, 146.84090034163836, 130.7819815146398, 107.45514296097394]"
86,CT4,25,0011,7.84803174861,5,"[(225.309419055888, 172.985002686358, 13.5562864662656), (216.666772849024, 194.589579304358, 8.55379891193627), (189.758624046998, 176.176264118789, 12.96482134797), (198.394454665581, 162.728267034957, 12.0290311825623), (215.353125747727, 153.317292635303, 11.4912849808116)]","[50.67198302600889, 39.5552905475843, 14.992477818869876, 25.084637889616666, 42.65556213874661]","[(89.4193623397852, 250.308770367139, 13.4544626900453), (346.131551377518, 52.3128934331387, 8.23289025794932), (87.3003042935404, 321.045282096504, 10.8793634614774), (345.19585043573, 99.873788451104, 11.5567703855333), (84.6805476707462, 296.820497969832, 13.5565219639175), (94.8368212376255, 283.609667527827, 12.361557461257), (351.725200216512, 101.303243692161, 8.2049131015433)]","[95.55518978769385, 107.02624974424567, 129.95513734143915, 71.65659831755124, 119.45841469894054, 104.42185145734899, 76.02786250424629]"
87,CT4,10,0010,5.74043107076,6,"[(254.618392458931, 236.255574766463, 9.55531668724499), (232.539441332739, 203.964629623433, 8.24412319879479), (203.166459143278, 171.569242262333, 10.119496211026), (227.653805731051, 218.887193383357, 11.8041928890993), (196.043426249264, 214.607345052871, 12.3384281363564), (251.264530599882, 211.415950740027, 9.26796855169709)]","[4.472953646704189, 26.066766098671508, 14.990325135319997, 24.897728951332734, 13.631345492077003, 10.402152461749388]","[(364.111935968858, 358.006708296817, 11.6555835595531), (359.819805586794, 355.863288931293, 11.2610063415699), (396.39009925089, 371.122184940736, 8.55382952210718), (398.739109265821, 349.424210641191, 10.2885477630068)]","[158.52412174600832, 154.11961176760417, 190.12638191955247, 177.35703737246226]"
88,CT4,10,0010,10.7929288182,6,"[(254.618392458931, 236.255574766463, 9.55531668724499), (232.539441332739, 203.964629623433, 8.24412319879479), (203.166459143278, 171.569242262333, 10.119496211026), (227.653805731051, 218.887193383357, 11.8041928890993), (196.043426249264, 214.607345052871, 12.3384281363564), (251.264530599882, 211.415950740027, 9.26796855169709)]","[26.428007379676746, 51.67861164791324, 40.35672421378596, 52.40723681980399, 31.109121663758952, 35.615286985525884]","[(364.111935968858, 358.006708296817, 11.6555835595531), (359.819805586794, 355.863288931293, 11.2610063415699), (396.39009925089, 371.122184940736, 8.55382952210718), (398.739109265821, 349.424210641191, 10.2885477630068)]","[104.72700107550094, 99.95178131678736, 139.12311576537172, 129.92955204584266]"
89,CT4,10,0013,6.33965726068,3,"[(364.111935968858, 358.006708296817, 11.6555835595531), (359.819805586794, 355.863288931293, 11.2610063415699), (398.739109265821, 349.424210641191, 10.2885477630068)]","[20.799510586251824, 17.790895388639623, 32.287438870363395]","[(209.910905390817, 244.146278312193, 14.0147420511404), (203.166459143278, 171.569242262333, 10.119496211026), (227.653805731051, 218.887193383357, 11.8041928890993), (196.043426249264, 214.607345052871, 12.3384281363564)]","[146.78787190496666, 195.3744248170141, 145.47404584418723, 173.59425834643199]"
90,CT4,10,0013,10.9215135891,3,"[(364.111935968858, 358.006708296817, 11.6555835595531), (359.819805586794, 355.863288931293, 11.2610063415699), (398.739109265821, 349.424210641191, 10.2885477630068)]","[52.841367750387434, 50.52463650131665, 51.111342739547766]","[(209.910905390817, 244.146278312193, 14.0147420511404), (203.166459143278, 171.569242262333, 10.119496211026), (227.653805731051, 218.887193383357, 11.8041928890993), (196.043426249264, 214.607345052871, 12.3384281363564)]","[98.13875643522584, 148.52716857916596, 97.32960777930676, 124.81423236676719]"
91,CT4,23,0019,4.55909617291,1,"[(267.968977173353, 258.040793945839, 16.9784820473194)]",[4.273640400168174],"[(109.525900617357, 123.977896083593, 17.9412757289393), (114.583895688269, 179.101225133092, 19.1350718840617), (120.731771999594, 168.143235996852, 18.1672873788893), (157.346182586339, 186.847409956201, 17.2687993125498)]","[196.4547296774596, 153.7919745180082, 156.4102952254624, 117.57581018493492]"
92,CT4,23,0019,7.86414040754,1,"[(267.968977173353, 258.040793945839, 16.9784820473194)]",[14.224817213831843],"[(109.525900617357, 123.977896083593, 17.9412757289393), (114.583895688269, 179.101225133092, 19.1350718840617), (120.731771999594, 168.143235996852, 18.1672873788893), (157.346182586339, 186.847409956201, 17.2687993125498)]","[158.8480066941438, 114.36049891779342, 117.50909172007455, 79.94191646821072]"
93,CT4,23,0010,4.57493034273,4,"[(112.867901555837, 85.1477924762005, 9.94652784562398), (118.061572333031, 105.376293087137, 11.8417161907436), (122.878010560338, 129.79724516367, 12.2708116230234), (140.352448271868, 115.754790008103, 7.20178661129723)]","[6.1287337743113435, 21.376365980480156, 15.597667916854052, 0.30628458495069677]",[],[]
94,CT4,23,0010,7.43675833603,4,"[(112.867901555837, 85.1477924762005, 9.94652784562398), (118.061572333031, 105.376293087137, 11.8417161907436), (122.878010560338, 129.79724516367, 12.2708116230234), (140.352448271868, 115.754790008103, 7.20178661129723)]","[28.357538037145776, 36.9807242217006, 28.661758081770053, 27.050183027732196]",[],[]
95,CT4,20,0021,5.3907554609,4,"[(115.2708650622, 78.4946128519839, 22.6527970507908), (144.360110964831, 84.004989654246, 19.5749841911378), (133.464516931039, 86.8944718094038, 21.1544700471997), (109.939165563293, 67.1696681680729, 23.6886697414124)]","[30.812046855082276, 22.307939506178105, 23.294487287270393, 29.391691832317118]",[],[]
96,CT4,20,0021,8.67341452068,4,"[(115.2708650622, 78.4946128519839, 22.6527970507908), (144.360110964831, 84.004989654246, 19.5749841911378), (133.464516931039, 86.8944718094038, 21.1544700471997), (109.939165563293, 67.1696681680729, 23.6886697414124)]","[53.09509560413885, 45.22003562985824, 47.83856373288512, 43.72230311068362]",[],[]
97,CT4,9,0008,4.84258992371,5,"[(105.930755870701, 209.50701489466, 10.5100284226884), (136.793426414932, 191.062515629624, 9.52421716401961), (140.747720829944, 210.092646150611, 8.56070905527079), (130.580542538758, 215.055933741831, 10.1043664102069), (154.014290937765, 171.461697247382, 6.22241186585091)]","[5.755681783711506, 20.366513671511395, 4.438533221991567, 4.370792718635314, 10.160335271423033]",[],[]
98,CT4,9,0008,9.07076725754,5,"[(105.930755870701, 209.50701489466, 10.5100284226884), (136.793426414932, 191.062515629624, 9.52421716401961), (140.747720829944, 210.092646150611, 8.56070905527079), (130.580542538758, 215.055933741831, 10.1043664102069), (154.014290937765, 171.461697247382, 6.22241186585091)]","[23.367139313232336, 46.56281353112121, 27.527222786767094, 27.67346761971596, 54.97930290422291]",[],[]
99,CT4,16,0008,5.34987756034,3,"[(64.5472707506576, 124.718757160559, 5.9906949879252), (80.3308922006434, 115.748799755013, 6.84263045004469), (104.439503383289, 105.300849035881, 6.46787714125555)]","[4.8252033089208295, 20.73625543300506, 10.877986858345558]","[(228.726111537853, 184.443176577024, 6.11775499245026), (275.976333693244, 199.20233880423, 9.92430877171895), (241.845994581095, 186.040694356563, 7.56837867409034)]","[134.71795384233795, 183.73915852234936, 147.2254737277727]"
100,CT4,16,0008,8.87562466012,3,"[(64.5472707506576, 124.718757160559, 5.9906949879252), (80.3308922006434, 115.748799755013, 6.84263045004469), (104.439503383289, 105.300849035881, 6.46787714125555)]","[17.945071390376413, 36.001598232834, 35.796072382463734]","[(228.726111537853, 184.443176577024, 6.11775499245026), (275.976333693244, 199.20233880423, 9.92430877171895), (241.845994581095, 186.040694356563, 7.56837867409034)]","[76.59517137033896, 125.94589754130415, 89.74103505445807]"
101,CT4,16,0007,4.20917350103,0,[],[],"[(228.726111537853, 184.443176577024, 6.11775499245026), (275.976333693244, 199.20233880423, 9.92430877171895), (64.5472707506576, 124.718757160559, 5.9906949879252), (80.3308922006434, 115.748799755013, 6.84263045004469), (241.845994581095, 186.040694356563, 7.56837867409034), (104.439503383289, 105.300849035881, 6.46787714125555)]","[71.81862013897303, 110.89950102761283, 88.01576743261325, 70.3425272741205, 79.56458653942832, 44.26471521567058]"
102,CT4,16,0007,7.12568346785,0,[],[],"[(228.726111537853, 184.443176577024, 6.11775499245026), (275.976333693244, 199.20233880423, 9.92430877171895), (64.5472707506576, 124.718757160559, 5.9906949879252), (80.3308922006434, 115.748799755013, 6.84263045004469), (241.845994581095, 186.040694356563, 7.56837867409034), (104.439503383289, 105.300849035881, 6.46787714125555)]","[31.85247387292101, 74.72778033187795, 78.69248399383393, 60.80962055687907, 41.75292197956465, 34.59391017447542]"
103,CT4,1,0011,4.51640973111,2,"[(126.818344135279, 152.029671107323, 9.53069638107305), (82.4213557414952, 177.002862214921, 13.6072114553996)]","[3.9458506983944157, 3.1473044949805753]","[(44.8577718779315, 120.0840524978, 12.0625438985454), (362.760569493519, 302.133213209397, 12.6114356597306)]","[7.251458037019685, 266.8886344029424]"
104,CT4,1,0011,6.89018924988,3,"[(126.818344135279, 152.029671107323, 9.53069638107305), (82.4213557414952, 177.002862214921, 13.6072114553996), (44.8577718779315, 120.0840524978, 12.0625438985454)]","[15.882637771980322, 11.454826266808189, 10.461285883811623]","[(362.760569493519, 302.133213209397, 12.6114356597306)]",[251.93971978460442]
105,CT4,1,0017,4.44319229161,4,"[(336.37571581842, 237.503603933925, 14.2912817439589), (306.280249665217, 259.016190150117, 14.7185237269914), (351.122048231906, 258.076874260039, 19.6649257877262), (318.819048731952, 241.741229657656, 16.9929613659886)]","[4.318558631516991, 7.4931727580546035, 13.371256946367192, 7.848855746225869]","[(124.420148128524, 139.616720547079, 18.0928465168907), (99.859197689227, 181.246687224163, 14.181956145019)]","[207.2565586000878, 211.84035715173496]"
106,CT4,1,0017,7.24893640751,4,"[(336.37571581842, 237.503603933925, 14.2912817439589), (306.280249665217, 259.016190150117, 14.7185237269914), (351.122048231906, 258.076874260039, 19.6649257877262), (318.819048731952, 241.741229657656, 16.9929613659886)]","[24.170265332477776, 26.8350023037841, 33.979386441026044, 31.4834707702907]","[(124.420148128524, 139.616720547079, 18.0928465168907), (99.859197689227, 181.246687224163, 14.181956145019)]","[176.52450059849247, 191.44219958727007]"
107,CT4,2,0008,6.25684967854,7,"[(159.007471969681, 145.112349412277, 6.96530647482919), (188.481809838466, 161.35477720553, 6.8262028630679), (170.193991109783, 177.708032520441, 5.04666238486077), (139.966017728932, 196.495201602915, 8.0740899321779), (129.941552002385, 176.775606182978, 5.59165206871935), (157.776004834473, 178.80138221136, 7.9772732384543), (137.396137612352, 180.180780910594, 8.08745465803804)]","[6.496695861787902, 33.63341979625733, 37.533409018267626, 8.983199770966161, 1.149711506808393, 27.82016019991065, 9.161121976065616]",[],[]
108,CT4,2,0008,10.3070703817,7,"[(159.007471969681, 145.112349412277, 6.96530647482919), (188.481809838466, 161.35477720553, 6.8262028630679), (170.193991109783, 177.708032520441, 5.04666238486077), (139.966017728932, 196.495201602915, 8.0740899321779), (129.941552002385, 176.775606182978, 5.59165206871935), (157.776004834473, 178.80138221136, 7.9772732384543), (137.396137612352, 180.180780910594, 8.08745465803804)]","[33.65442558747369, 62.708116276678766, 58.321289748252525, 32.99972705029194, 20.114775512819044, 46.99984342949974, 28.280950505832646]",[],[]
