 ,Time Point,Measurement#,Plane#,Equivalent Diameter,Spot Count,SpotIn Coords,SpotIn Dists,SpotOut Coords,SpotOut Dists
115,CT4,22,0012,5.8656950988,2,"[(281.13479298425, 281.845038341729, 12.4613560817244), (311.777386039004, 325.769960234463, 11.5414351378835)]","[15.81067062641662, 19.895093933999625]","[(269.264103937642, 332.859860255242, 12.4869435780653), (318.079627005259, 379.452875560836, 12.4852636080057), (264.311671982436, 207.84836647732, 12.9089316972331)]","[8.034233402900364, 33.45303147680283, 47.38160127381021]"
116,CT4,22,0012,10.5456118549,5,"[(281.13479298425, 281.845038341729, 12.4613560817244), (311.777386039004, 325.769960234463, 11.5414351378835), (269.264103937642, 332.859860255242, 12.4869435780653), (318.079627005259, 379.452875560836, 12.4852636080057), (264.311671982436, 207.84836647732, 12.9089316972331)]","[44.586114120043476, 50.160320596529786, 22.432874955956567, 4.599305351277428, 3.9001872244793194]",[],[]
117,CT4,22,0022,4.84578881644,0,[],[],"[(265.022699363825, 191.488100639672, 21.9768742301774), (140.321318287904, 44.8115450847724, 22.0102743619154), (298.932738147508, 326.448786923657, 21.0274217583982)]","[93.31533101346623, 36.65467552690389, 204.60023704369917]"
118,CT4,22,0022,9.08385516291,1,"[(140.321318287904, 44.8115450847724, 22.0102743619154)]",[5.568302983144156],"[(265.022699363825, 191.488100639672, 21.9768742301774), (298.932738147508, 326.448786923657, 21.0274217583982)]","[63.55741850813681, 165.53493826644115]"
119,CT4,22,0026,4.83671979216,1,"[(261.381809479232, 227.402801886925, 26.6220183645994)]",[1.5590204938183891],"[(295.973692678679, 317.537971556401, 26.6837044026209)]",[11.389185566212774]
120,CT4,22,0026,9.18704394348,2,"[(261.381809479232, 227.402801886925, 26.6220183645994), (295.973692678679, 317.537971556401, 26.6837044026209)]","[36.01400951138447, 11.875690555997162]",[],[]
121,CT4,7,0009,5.7271245798,0,[],[],"[(117.98445584048, 274.629469030532, 9.28578293001392), (166.999417059204, 169.856168856648, 9.84445853167468), (226.629941403471, 86.0669539277669, 9.83177375941376), (216.122111625856, 278.186757977075, 9.56416272980375)]","[22.942627055647602, 32.24383540558573, 118.52278251053188, 6.07686457364175]"
122,CT4,7,0009,9.94982653895,3,"[(117.98445584048, 274.629469030532, 9.28578293001392), (166.999417059204, 169.856168856648, 9.84445853167468), (216.122111625856, 278.186757977075, 9.56416272980375)]","[7.8614756742072975, 3.5807755256941545, 26.214784833321463]","[(226.629941403471, 86.0669539277669, 9.83177375941376)]",[95.6935792714869]
123,CT4,7,0023,5.5503271848,0,[],[],"[(280.109610146033, 120.390951944973, 23.0700212217668), (348.49816282905, 163.098900464596, 23.3452776659912)]","[157.03042858432255, 191.81639116013724]"
124,CT4,7,0023,9.19940496472,0,[],[],"[(280.109610146033, 120.390951944973, 23.0700212217668), (348.49816282905, 163.098900464596, 23.3452776659912)]","[125.46917955516342, 162.52973570582927]"
125,CT4,4,0009,5.45120733603,1,"[(258.379728636847, 230.756456109431, 9.8820080486304)]",[6.110878914152674],[],[]
126,CT4,4,0009,10.5864121585,1,"[(258.379728636847, 230.756456109431, 9.8820080486304)]",[30.76623725204322],[],[]
127,CT4,4,0014,6.40369440097,3,"[(449.017155021276, 427.483914348307, 13.3316355585126), (431.993654126501, 425.122544868307, 14.0825918670551), (406.92936903025, 448.080287197982, 13.0163092669333)]","[28.50235358644215, 41.88572751610253, 16.19610222449157]","[(345.924180377839, 349.446815536368, 13.0272477233223), (128.66323825828, 115.400353497492, 13.4789780866177), (388.476437157147, 459.657549560661, 14.6786898657853), (249.993087312062, 293.543317431234, 13.0952257217427)]","[60.96840826825198, 380.3100006275354, 5.415331375106579, 170.3815742088435]"
128,CT4,4,0014,11.7147287645,5,"[(449.017155021276, 427.483914348307, 13.3316355585126), (431.993654126501, 425.122544868307, 14.0825918670551), (345.924180377839, 349.446815536368, 13.0272477233223), (406.92936903025, 448.080287197982, 13.0163092669333), (388.476437157147, 459.657549560661, 14.6786898657853)]","[54.14954134906801, 71.14139561731957, 7.727014079747624, 50.085163447667604, 30.000485794854743]","[(128.66323825828, 115.400353497492, 13.4789780866177), (249.993087312062, 293.543317431234, 13.0952257217427)]","[310.07024770255555, 100.78038644472424]"
129,CT4,17,0007,5.68094098881,0,[],[],"[(89.3729268706477, 67.5501784750909, 7.64146238015542)]",[277.79379728565243]
130,CT4,17,0007,8.7790744653,0,[],[],"[(89.3729268706477, 67.5501784750909, 7.64146238015542)]",[239.06250650322548]
131,CT4,8,0018,6.93043357921,1,"[(405.726468247057, 440.368945911979, 18.3859750941403)]",[20.363217606300573],"[(489.185022459474, 412.197187028221, 18.0204930860216)]",[18.40649089189957]
132,CT4,8,0018,10.9287504781,2,"[(405.726468247057, 440.368945911979, 18.3859750941403), (489.185022459474, 412.197187028221, 18.0204930860216)]","[47.133899197396964, 7.959222478037985]",[],[]
133,CT4,21,0013,5.86944563047,3,"[(354.864645841565, 379.395207365322, 13.576447118815), (307.61576793649, 378.892542426854, 12.1327268328899), (391.481317929415, 347.089903630929, 12.9405648967602)]","[4.36338571838418, 3.2285966554635794, 3.9893131866803553]","[(171.051123483148, 117.851201397105, 13.5962690800369)]",[234.8101732897633]
134,CT4,21,0013,12.6219706976,3,"[(354.864645841565, 379.395207365322, 13.576447118815), (307.61576793649, 378.892542426854, 12.1327268328899), (391.481317929415, 347.089903630929, 12.9405648967602)]","[51.39287093104633, 48.53123996589176, 36.92892025268935]","[(171.051123483148, 117.851201397105, 13.5962690800369)]",[167.61587238352723]
135,CT4,21,0012,5.37757272937,0,[],[],"[(307.61576793649, 378.892542426854, 12.1327268328899), (391.481317929415, 347.089903630929, 12.9405648967602)]","[263.5065693556467, 292.1475929137922]"
136,CT4,21,0012,10.9839349992,0,[],[],"[(307.61576793649, 378.892542426854, 12.1327268328899), (391.481317929415, 347.089903630929, 12.9405648967602)]","[217.71618254937562, 253.21804997003477]"
137,CT4,21,0024,5.59587291455,1,"[(239.85036896712, 188.357742161125, 23.4330504206655)]",[22.08405889069508],[],[]
138,CT4,21,0024,11.0209340213,1,"[(239.85036896712, 188.357742161125, 23.4330504206655)]",[60.29690063237637],[],[]
139,CT4,12,0008,4.98106038133,1,"[(62.3719484720516, 65.5596934818389, 8.57099859248922)]",[17.417131344461318],[],[]
140,CT4,12,0008,8.88640358552,1,"[(62.3719484720516, 65.5596934818389, 8.57099859248922)]",[37.83166140160519],[],[]
141,CT4,18,0012,5.39581521468,0,[],[],"[(115.113243937896, 221.732937907415, 11.685854116488), (394.470375788571, 346.210600332346, 12.4974083493398)]","[298.69562282930383, 21.00492054999734]"
142,CT4,18,0012,9.88216332059,1,"[(394.470375788571, 346.210600332346, 12.4974083493398)]",[13.368136064864714],"[(115.113243937896, 221.732937907415, 11.685854116488)]",[275.7307100879233]
143,CT4,6,0007,6.31863014716,2,"[(382.231286619107, 309.655587987939, 6.9779635490325), (388.091767443876, 322.034255089467, 7.29110454876462)]","[9.599634658408608, 18.123033658072412]","[(407.580132155592, 283.074570274256, 7.69997732392266)]",[25.351355306764074]
144,CT4,6,0007,11.9215297493,3,"[(382.231286619107, 309.655587987939, 6.9779635490325), (388.091767443876, 322.034255089467, 7.29110454876462), (407.580132155592, 283.074570274256, 7.69997732392266)]","[58.438250813834664, 60.707137549404855, 23.34429445936129]",[],[]
145,CT4,6,0019,5.32049522911,2,"[(58.8693886962661, 64.9515853545341, 19.2979378072602), (46.5272679469566, 61.7381928670942, 18.9597432752967)]","[11.493590517271747, 3.8879007962215586]",[],[]
146,CT4,6,0019,9.21196943446,2,"[(58.8693886962661, 64.9515853545341, 19.2979378072602), (46.5272679469566, 61.7381928670942, 18.9597432752967)]","[38.53270547837815, 29.36418406080681]",[],[]
147,CT4,13,0009,5.77813531196,1,"[(226.301571808738, 300.429723206916, 8.06229006259899)]",[18.771084768462362],"[(188.739265967224, 301.646361096296, 8.0815299134562), (229.460552347285, 258.966603469554, 8.18586227300436), (203.363234931434, 262.459190668699, 9.33496079356918)]","[13.956658631936223, 19.87510466098953, 25.158597353404776]"
148,CT4,13,0009,10.3588824669,4,"[(226.301571808738, 300.429723206916, 8.06229006259899), (188.739265967224, 301.646361096296, 8.0815299134562), (229.460552347285, 258.966603469554, 8.18586227300436), (203.363234931434, 262.459190668699, 9.33496079356918)]","[52.61237766880985, 24.239589684378956, 11.701212702196953, 19.778348013435036]",[],[]
