x_in_pix,y_in_pix,z_in_pix,integratedIntensity,residuals,image_number,sample,image,physicalSizeX,physicalSizeY,physicalSizeZ
155.52355751348,168.56336876489,17.6085034715062,7404.26936375213,1150.14784191065,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
241.095504060107,144.610407285577,9.46285748216365,53069.8739552312,1819.32238320839,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
144.701923253557,170.061605013032,11.5886791572552,30786.3646416991,2474.95487952465,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
300.811480513738,283.261524801959,20.595287944613,13730.3999845064,521.900427566729,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
204.072725904842,261.567418408544,21.5342437601652,8568.35867304263,750.456397547364,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
172.682692147743,211.491576141355,6.89868267266246,26712.3566628169,1100.69071733327,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
252.933429212576,193.151943339991,10.0452618071492,33938.6391689093,2178.56451791555,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
269.550641830181,186.354260834312,6.30044777416093,7094.47316136228,1264.95958826177,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
200.687483096487,212.999692775133,3.44052803073724,5915.84015935131,1142.26996217725,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
237.02470221598,185.732986979826,7.6605237465444,42951.0581366246,2561.24048231876,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
277.514652482738,262.908712010861,26.2568359731568,14157.8474741957,562.672329508765,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
240.13499105855,216.754809962629,21.2215526384222,3526.89299525985,724.353958019701,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
288.198375878222,236.481850960608,6.49799596371301,22000.6281514708,1023.12547891999,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
110.906979938431,142.973856391102,8.92001434410492,74301.1869361684,3017.10707302419,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
297.928273156368,290.411838974121,24.9004783677285,8627.94985226292,437.846052745642,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
269.995959250883,181.922232245714,4.6706881643122,44615.2231054525,1655.37722758088,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
122.021094772317,151.01258997112,15.3545111742566,20096.1386790755,1383.28785420164,1,CT16,lLNv01,0.06369344203787111,0.06369344203787111,0.3
230.030906384953,312.892619410474,2.88675679520681,8298.25860871404,373.763060437632,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
385.367368237468,383.567346333671,3.7315584394093,9740.89632764972,332.559756073101,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
310.267989031329,319.137620229761,10.163825635515,81206.4010052509,3098.91908309091,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
400.723584647651,396.862457005612,14.6356893713919,40481.2836014426,2100.91727001927,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
286.535966380238,297.339433590463,4.47304068628487,35059.0728187347,2564.51353331172,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
344.697599674474,342.207929882071,8.16941706083763,31584.6732014405,907.25028422591,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
327.841880221434,338.614717001295,12.0413057113883,41323.5485773516,2253.9999028374,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
348.47883185211,401.466246686358,22.6400433768816,27750.3353048285,779.059068103454,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
253.94337340946,333.090511422136,11.5647708292807,22455.4504955384,3287.37523810972,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
247.327763140328,320.320149847162,8.13548555366245,27869.2566436488,1790.6261889052,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
348.905706904614,365.689699668423,10.2841297083688,19387.30562667,643.555558285971,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
342.068595749823,404.251264046615,17.0505774558044,6624.17054043226,437.334692957262,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
394.277730986118,375.333668952457,12.4546785369657,30002.0297689637,2285.22006680435,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
186.472891891684,260.870268086997,16.5030468827876,25769.7647951825,1113.47754403235,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
323.083742267346,416.801787815995,17.8248318653066,5764.74077772316,746.284841591867,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
279.493884940414,360.976988750185,14.464264116665,30438.5857619748,2191.90259462547,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
305.170564985448,354.320875290096,17.9458501009323,47515.5977374476,1484.21730650808,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
380.845058243122,352.518398018127,13.4106983691708,17613.0255622077,643.606355062756,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
220.560015371987,286.149576751104,15.221377349095,64249.8872414199,1719.08538283491,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
313.839543533466,349.146560961787,15.8158487901368,14756.7426648617,1479.95542903369,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
370.70858223100697,370.733101613132,10.5783778880478,17922.0515491027,2407.31700766428,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
117.196205050965,278.271888301264,23.5308956495082,6380.80491087995,286.544418898416,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
223.636293630115,321.963052028229,7.28744586653605,48345.8427266878,2507.07518800925,1,CT16,lLNv02,0.06378157132874111,0.06378157132874111,0.3
141.362523119123,172.108572243259,6.10421402551064,21017.8096403412,1250.23350528109,1,CT16,lLNv03-1,0.06369344203787111,0.06369344203787111,0.3
187.28746684189,180.259148193556,2.29017338829387,32048.4760325053,1206.8147128384,1,CT16,lLNv03-1,0.06369344203787111,0.06369344203787111,0.3
184.069850443809,224.751763195925,8.30938595008488,21141.8540523707,735.36716123468,1,CT16,lLNv03-1,0.06369344203787111,0.06369344203787111,0.3
290.772328598331,268.768457132497,8.80957274572125,40863.9901989246,1036.71955340884,1,CT16,lLNv03-1,0.06369344203787111,0.06369344203787111,0.3
183.502315569124,204.956280749135,5.86896678600383,49265.2584617655,1759.80875015336,1,CT16,lLNv03-1,0.06369344203787111,0.06369344203787111,0.3
295.002398895345,259.101964122978,11.4500078786094,10121.1988384279,802.248321943601,1,CT16,lLNv03-1,0.06369344203787111,0.06369344203787111,0.3
190.945067701482,168.817213796622,18.6881698248905,48184.1355644103,1892.97471183764,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
102.468226236528,159.625005095171,10.2733243757479,48267.6333778665,1937.34990874729,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
104.675973409492,172.577038772654,19.6403118164553,50974.9493024503,2524.2050422383,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
158.379925614774,200.666873555681,11.8639521734913,92927.9284355081,2666.08137867133,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
134.495582707078,166.295053073632,4.3114169336719,50238.2983386657,3559.2762479109,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
250.906919059152,154.940498703708,19.952469847805,44794.6497013916,2856.71461918653,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
115.042949053436,115.79123567949,10.990255896016,128590.415946879,7102.22137608354,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
196.204954560196,139.34518156961,10.5001553798676,285999.901116511,13643.2405569575,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
121.532477170812,171.024697035562,12.6118800925863,9199.53146819436,1886.74027026881,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
279.086687795437,173.633344372806,12.2731671727882,4946.03819438208,396.570193189537,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
260.700205793845,166.729851547633,5.65138050075622,59114.7052131655,2328.39027842638,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
93.7681480747664,151.322566514323,17.6419290843068,51527.9615099764,2400.01477967624,1,CT16,lLNv03-2,0.06369344203787111,0.06369344203787111,0.3
